number,author,dependabot,category,title,created_at,merged_at,url
42685,dependabot[bot],True,dependency,chore(deps): bump hot-shots from 17.0.1 to 17.1.0 in /superset-websocket,2026-08-03T07:06:16Z,2026-08-03T14:44:25Z,https://github.com/apache/superset/pull/42685
42686,dependabot[bot],True,dependency,chore(deps): bump the rjsf group in /superset-frontend with 2 updates,2026-08-03T07:06:35Z,2026-08-03T14:45:54Z,https://github.com/apache/superset/pull/42686
42687,dependabot[bot],True,dependency,chore(deps-dev): bump the storybook group in /superset-frontend with 5 updates,2026-08-03T07:20:06Z,2026-08-03T14:43:51Z,https://github.com/apache/superset/pull/42687
42688,dependabot[bot],True,dependency,chore(deps-dev): bump html-webpack-plugin from 5.6.7 to 5.6.8 in /superset-frontend,2026-08-03T07:21:02Z,2026-08-03T14:46:30Z,https://github.com/apache/superset/pull/42688
42689,dependabot[bot],True,dependency,chore(deps): bump react-arborist from 3.15.1 to 3.16.0 in /superset-frontend,2026-08-03T07:22:17Z,2026-08-04T10:13:39Z,https://github.com/apache/superset/pull/42689
42690,dependabot[bot],True,dependency,chore(deps): bump docker/login-action from 4.5.1 to 4.5.2,2026-08-03T07:22:25Z,2026-08-03T14:42:16Z,https://github.com/apache/superset/pull/42690
42691,dependabot[bot],True,dependency,chore(deps-dev): bump jsdom from 29.1.1 to 30.0.0 in /superset-frontend,2026-08-03T07:23:32Z,2026-08-04T02:18:35Z,https://github.com/apache/superset/pull/42691
42692,dependabot[bot],True,dependency,chore(deps): bump docker/setup-buildx-action from 3.12.0 to 4.2.0,2026-08-03T07:23:34Z,2026-08-04T14:57:41Z,https://github.com/apache/superset/pull/42692
42693,dependabot[bot],True,dependency,chore(deps): bump yargs from 18.0.0 to 18.1.0 in /superset-frontend,2026-08-03T07:24:26Z,2026-08-03T19:27:20Z,https://github.com/apache/superset/pull/42693
42694,dependabot[bot],True,dependency,chore(deps-dev): bump concurrently from 10.0.3 to 10.0.4 in /superset-frontend,2026-08-03T07:25:03Z,2026-08-03T15:04:03Z,https://github.com/apache/superset/pull/42694
42695,dependabot[bot],True,dependency,chore(deps-dev): bump eslint from 10.7.0 to 10.8.0 in /superset-frontend,2026-08-03T07:26:24Z,2026-08-03T19:27:09Z,https://github.com/apache/superset/pull/42695
42696,dependabot[bot],True,dependency,chore(deps): bump chalk from 5.6.2 to 6.0.0 in /superset-frontend,2026-08-03T07:27:05Z,2026-08-03T14:41:13Z,https://github.com/apache/superset/pull/42696
42697,dependabot[bot],True,dependency,chore(deps-dev): bump baseline-browser-mapping from 2.11.1 to 2.11.5 in /superset-frontend,2026-08-03T07:27:50Z,2026-08-03T19:27:01Z,https://github.com/apache/superset/pull/42697
42698,dependabot[bot],True,dependency,chore(deps): bump ngeohash from 0.6.3 to 0.6.4 in /superset-frontend,2026-08-03T07:29:18Z,2026-08-03T14:51:33Z,https://github.com/apache/superset/pull/42698
42699,dependabot[bot],True,dependency,chore(deps-dev): bump @playwright/test from 1.61.1 to 1.62.1 in /superset-frontend,2026-08-03T07:30:09Z,2026-08-08T04:05:56Z,https://github.com/apache/superset/pull/42699
42700,msyavuz,False,fix,fix(themes): serve system themes with the algorithm of the slot they fill,2026-08-03T08:44:49Z,2026-08-07T11:29:49Z,https://github.com/apache/superset/pull/42700
42706,MallikarjunaReddyN,False,fix,fix(table-chart): support where for adhoc columns with server-side pagination,2026-08-03T12:53:44Z,2026-08-29T03:37:20Z,https://github.com/apache/superset/pull/42706
42708,mikebridge,False,fix,fix(dashboard): count extra_editors when deciding who may edit a dashboard,2026-08-03T13:24:13Z,2026-08-03T19:20:53Z,https://github.com/apache/superset/pull/42708
42709,mikebridge,False,fix,fix(versioning): stop filing every operational failure under the migration race,2026-08-03T14:33:25Z,2026-08-03T19:09:00Z,https://github.com/apache/superset/pull/42709
42710,mikebridge,False,other,test(versioning): un-skip the two obsolete activity-view skips,2026-08-03T14:33:28Z,2026-08-03T19:07:50Z,https://github.com/apache/superset/pull/42710
42711,mikebridge,False,fix,fix(versioning): drop username from version-history attribution,2026-08-03T14:33:30Z,2026-08-03T19:07:02Z,https://github.com/apache/superset/pull/42711
42712,MallikarjunaReddyN,False,fix,fix(deckgl): remove visibility condition in deckgl fill color,2026-08-03T14:36:23Z,2026-08-10T18:58:45Z,https://github.com/apache/superset/pull/42712
42713,MallikarjunaReddyN,False,fix,fix(mixed-chart): Mixed chart secondary yaxis title position misplaced fix,2026-08-03T15:10:17Z,2026-08-11T20:13:34Z,https://github.com/apache/superset/pull/42713
42714,eschutho,False,fix,fix(alerts): wrap Jinja rendering errors in AlertCommand._execute_query,2026-08-03T16:52:19Z,2026-08-04T22:07:11Z,https://github.com/apache/superset/pull/42714
42715,rusackas,False,fix,fix(ci): collapse Cypress e2e matrix from 2 runners to 1,2026-08-03T16:55:06Z,2026-08-03T18:49:47Z,https://github.com/apache/superset/pull/42715
42716,sha174n,False,fix,fix(dashboard): consistently apply the datasource-access check when serializing member charts and datasets,2026-08-03T17:05:20Z,2026-08-11T20:47:48Z,https://github.com/apache/superset/pull/42716
42717,sha174n,False,fix,fix(sql): resolve schema/catalog-qualified table references in CTE detection,2026-08-03T17:14:31Z,2026-08-10T19:28:32Z,https://github.com/apache/superset/pull/42717
42719,dependabot[bot],True,dependency,chore(deps-dev): bump postcss from 8.5.18 to 8.5.25 in /superset-websocket,2026-08-03T18:30:43Z,2026-08-03T19:26:32Z,https://github.com/apache/superset/pull/42719
42720,sadpandajoe,False,dependency,fix(ci): validate frontend dependency tree,2026-08-03T18:31:45Z,2026-08-03T21:38:00Z,https://github.com/apache/superset/pull/42720
42721,dependabot[bot],True,dependency,chore(deps): bump fast-uri from 3.1.4 to 3.1.5 in /superset-frontend/cypress-base,2026-08-03T19:40:59Z,2026-08-04T09:49:02Z,https://github.com/apache/superset/pull/42721
42722,dependabot[bot],True,dependency,chore(deps): bump fast-uri from 3.1.4 to 3.1.5 in /superset-frontend,2026-08-03T19:41:50Z,2026-08-03T21:30:35Z,https://github.com/apache/superset/pull/42722
42723,dependabot[bot],True,dependency,chore(deps): bump fast-uri from 3.1.4 to 3.1.5 in /docs,2026-08-03T19:42:46Z,2026-08-03T21:30:17Z,https://github.com/apache/superset/pull/42723
42725,rebenitez1802,False,fix,fix(mcp): persist Handlebars template under camelCase key so it renders,2026-08-03T19:58:54Z,2026-08-04T20:21:57Z,https://github.com/apache/superset/pull/42725
42727,dependabot[bot],True,dependency,chore(deps-dev): bump ip-address from 10.2.0 to 10.4.0 in /superset-frontend,2026-08-03T21:32:50Z,2026-08-04T10:11:11Z,https://github.com/apache/superset/pull/42727
42728,glaterza,False,fix,fix(i18n-es): correct format-placeholder defects in Spanish catalog,2026-08-03T22:24:27Z,2026-08-05T02:21:27Z,https://github.com/apache/superset/pull/42728
42730,rusackas,False,fix,fix(mcp): supply required DBEventLogger args so mcp_tool_error events are logged (#42579),2026-08-03T23:02:48Z,2026-08-05T23:22:10Z,https://github.com/apache/superset/pull/42730
42731,rusackas,False,fix,fix(sql): preserve quoted-identifier casing for the HANA dialect (#39328),2026-08-03T23:04:36Z,2026-08-05T03:39:35Z,https://github.com/apache/superset/pull/42731
42732,rusackas,False,fix,fix(mcp): reject unknown fields in nested chart-config models too (#42626),2026-08-03T23:04:39Z,2026-08-05T23:24:56Z,https://github.com/apache/superset/pull/42732
42733,rusackas,False,other,test(sql): pin optimizer hint blocks survive format() round-trip (#38189),2026-08-03T23:06:13Z,2026-08-12T21:49:55Z,https://github.com/apache/superset/pull/42733
42734,rusackas,False,other,test(deckgl): pin GeoJSON layer against multi-row payloads (#34748),2026-08-03T23:06:24Z,2026-08-08T15:06:05Z,https://github.com/apache/superset/pull/42734
42735,rusackas,False,fix,fix(charts): decode CSV bytes payload before feeding pandas StringIO (#32370),2026-08-03T23:10:43Z,2026-08-13T18:06:10Z,https://github.com/apache/superset/pull/42735
42736,rusackas,False,fix,fix(mcp): stop false-flagging successful responses with error_type:null as failures (#42580),2026-08-03T23:32:06Z,2026-08-05T16:27:18Z,https://github.com/apache/superset/pull/42736
42737,rusackas,False,fix,fix(explore): hide edit-properties menu item for non-owner/non-editor users (#38884),2026-08-03T23:34:32Z,2026-08-14T18:15:11Z,https://github.com/apache/superset/pull/42737
42738,rusackas,False,fix,fix(mcp): route FastMCP ValidationError through the validation error handler (#42578),2026-08-03T23:35:50Z,2026-08-05T16:27:29Z,https://github.com/apache/superset/pull/42738
42739,rusackas,False,fix,fix(sql-lab): apply SQL_QUERY_MUTATOR to streaming exports (#40465),2026-08-03T23:36:14Z,2026-08-12T12:56:01Z,https://github.com/apache/superset/pull/42739
42741,dependabot[bot],True,dependency,chore(deps-dev): bump @types/node from 26.1.1 to 26.1.2 in /superset-websocket,2026-08-04T07:04:28Z,2026-08-04T10:11:07Z,https://github.com/apache/superset/pull/42741
42742,dependabot[bot],True,dependency,chore(deps): bump the storybook group in /docs with 2 updates,2026-08-04T07:05:16Z,2026-08-04T10:11:03Z,https://github.com/apache/superset/pull/42742
42743,dependabot[bot],True,dependency,chore(deps-dev): bump webpack from 5.109.0 to 5.109.1 in /docs,2026-08-04T07:06:00Z,2026-08-04T10:11:00Z,https://github.com/apache/superset/pull/42743
42744,dependabot[bot],True,dependency,chore(deps): bump baseline-browser-mapping from 2.11.4 to 2.11.5 in /docs,2026-08-04T07:06:11Z,2026-08-04T10:10:57Z,https://github.com/apache/superset/pull/42744
42745,dependabot[bot],True,dependency,chore(deps-dev): bump the storybook group in /superset-frontend with 5 updates,2026-08-04T07:16:31Z,2026-08-04T10:10:53Z,https://github.com/apache/superset/pull/42745
42746,dependabot[bot],True,dependency,chore(deps-dev): bump oxfmt from 0.60.0 to 0.61.0 in /superset-frontend,2026-08-04T07:17:38Z,2026-08-04T13:19:37Z,https://github.com/apache/superset/pull/42746
42747,dependabot[bot],True,dependency,chore(deps): bump acorn from 8.17.0 to 8.18.0 in /superset-frontend,2026-08-04T07:18:45Z,2026-08-04T10:10:48Z,https://github.com/apache/superset/pull/42747
42748,dependabot[bot],True,dependency,chore(deps-dev): bump webpack from 5.109.0 to 5.109.1 in /superset-frontend,2026-08-04T07:19:24Z,2026-08-04T10:10:44Z,https://github.com/apache/superset/pull/42748
42749,dependabot[bot],True,dependency,chore(deps): bump ol from 10.9.0 to 10.10.0 in /superset-frontend,2026-08-04T07:20:13Z,2026-08-04T10:10:40Z,https://github.com/apache/superset/pull/42749
42750,dependabot[bot],True,dependency,chore(deps-dev): bump @types/node from 26.1.1 to 26.1.2 in /superset-frontend,2026-08-04T07:21:23Z,2026-08-04T10:10:37Z,https://github.com/apache/superset/pull/42750
42751,dependabot[bot],True,dependency,chore(deps-dev): bump oxlint from 1.75.0 to 1.76.0 in /superset-frontend,2026-08-04T07:22:23Z,2026-08-04T10:10:33Z,https://github.com/apache/superset/pull/42751
42752,varadendrasimha511,False,fix,fix(sqla): preserve float precision when mixing int/float values in IN filters,2026-08-04T07:39:46Z,2026-08-10T18:12:44Z,https://github.com/apache/superset/pull/42752
42756,MannXo,False,fix,fix(plugin-chart-echarts): omit stacked value labels on zero-height segments,2026-08-04T15:04:59Z,2026-08-20T18:04:20Z,https://github.com/apache/superset/pull/42756
42757,eschutho,False,fix,fix(sqllab): wrap process_template() in QueryEstimationCommand to prevent raw UndefinedError leak,2026-08-04T16:52:47Z,2026-08-04T22:02:48Z,https://github.com/apache/superset/pull/42757
42761,rusackas,False,feature,feat(pivot-table): reintroduce show-values-as-fraction display option,2026-08-04T21:49:10Z,2026-08-05T21:17:32Z,https://github.com/apache/superset/pull/42761
42762,madhushreeag,False,fix,fix(native-filters): allow X-clear on defaultToFirstItem filters with required warning,2026-08-04T23:38:17Z,2026-08-04T23:57:35Z,https://github.com/apache/superset/pull/42762
42763,anishtilekar,False,fix,fix(datasets): preserve metric warning_markdown when extra is absent,2026-08-04T23:57:24Z,2026-08-16T07:22:24Z,https://github.com/apache/superset/pull/42763
42764,dependabot[bot],True,dependency,chore(deps-dev): bump fast-uri from 3.1.4 to 3.1.5 in /superset-embedded-sdk,2026-08-05T00:12:15Z,2026-08-05T02:07:27Z,https://github.com/apache/superset/pull/42764
42767,justinpark,False,fix,fix(mcp): populate user_id in MCP audit logs,2026-08-05T00:31:19Z,2026-08-14T20:28:01Z,https://github.com/apache/superset/pull/42767
42769,dependabot[bot],True,dependency,chore(deps): bump docker/login-action from 4.5.2 to 4.6.0,2026-08-05T03:08:55Z,2026-08-05T15:24:58Z,https://github.com/apache/superset/pull/42769
42770,dependabot[bot],True,dependency,chore(deps-dev): bump gevent from 26.4.0 to 26.7.0,2026-08-05T03:09:36Z,2026-08-05T06:33:56Z,https://github.com/apache/superset/pull/42770
42771,dependabot[bot],True,dependency,"chore(deps): update flask-sqlalchemy requirement from <3.0,>=2.5.1 to <4.0,>=2.5.1",2026-08-05T03:09:40Z,2026-08-07T16:42:42Z,https://github.com/apache/superset/pull/42771
42772,dependabot[bot],True,dependency,chore(deps): bump sqlglot from 30.12.0 to 30.14.0,2026-08-05T03:09:51Z,2026-08-05T16:44:05Z,https://github.com/apache/superset/pull/42772
42773,dependabot[bot],True,dependency,chore(deps-dev): bump duckdb from 1.5.4 to 1.5.5,2026-08-05T03:10:03Z,2026-08-05T06:33:53Z,https://github.com/apache/superset/pull/42773
42774,dependabot[bot],True,dependency,chore(deps-dev): update teradatasql requirement from >=20.0.0.62 to >=20.0.0.63,2026-08-05T03:10:13Z,2026-08-05T06:33:49Z,https://github.com/apache/superset/pull/42774
42775,dependabot[bot],True,dependency,chore(deps-dev): update taospy requirement from >=2.8.9 to >=2.8.10,2026-08-05T03:10:38Z,2026-08-05T06:33:45Z,https://github.com/apache/superset/pull/42775
42776,dependabot[bot],True,dependency,chore(deps-dev): bump fastmcp from 3.4.4 to 3.4.5,2026-08-05T03:10:57Z,2026-08-05T06:33:42Z,https://github.com/apache/superset/pull/42776
42777,dependabot[bot],True,dependency,chore(deps): bump selenium from 4.45.0 to 4.46.0,2026-08-05T03:11:06Z,2026-08-05T06:33:38Z,https://github.com/apache/superset/pull/42777
42778,dependabot[bot],True,dependency,chore(deps): bump numpy from 1.26.4 to 2.4.6,2026-08-05T03:11:26Z,2026-08-08T05:55:21Z,https://github.com/apache/superset/pull/42778
42779,dependabot[bot],True,dependency,chore(deps-dev): bump webpack from 5.109.1 to 5.109.2 in /docs,2026-08-05T03:12:31Z,2026-08-05T06:33:34Z,https://github.com/apache/superset/pull/42779
42780,dependabot[bot],True,dependency,chore(deps): bump baseline-browser-mapping from 2.11.5 to 2.11.6 in /docs,2026-08-05T03:12:54Z,2026-08-05T06:33:30Z,https://github.com/apache/superset/pull/42780
42781,dependabot[bot],True,dependency,chore(deps-dev): bump eslint-plugin-jest-dom from 5.5.0 to 5.6.0 in /superset-frontend,2026-08-05T03:16:07Z,2026-08-05T06:33:27Z,https://github.com/apache/superset/pull/42781
42782,dependabot[bot],True,dependency,chore(deps): bump react-draggable from 4.7.0 to 4.7.1 in /superset-frontend,2026-08-05T03:16:46Z,2026-08-05T06:33:24Z,https://github.com/apache/superset/pull/42782
42783,dependabot[bot],True,dependency,chore(deps-dev): bump baseline-browser-mapping from 2.11.5 to 2.11.6 in /superset-frontend,2026-08-05T03:17:35Z,2026-08-05T06:33:21Z,https://github.com/apache/superset/pull/42783
42784,dependabot[bot],True,dependency,chore(deps-dev): bump webpack from 5.109.1 to 5.109.2 in /superset-frontend,2026-08-05T03:19:10Z,2026-08-05T06:33:17Z,https://github.com/apache/superset/pull/42784
42787,rusackas,False,fix,fix(models): guard three more backref cascades for SQLAlchemy 2.0,2026-08-05T05:50:22Z,2026-08-05T16:58:46Z,https://github.com/apache/superset/pull/42787
42791,dependabot[bot],True,dependency,chore(deps-dev): bump jsdom from 30.0.0 to 30.0.1 in /superset-frontend,2026-08-05T07:34:19Z,2026-08-05T15:25:57Z,https://github.com/apache/superset/pull/42791
42792,reveha,False,feature,feat(chart): enable cross-filter on temporal x-axis (bar/label click),2026-08-05T07:51:29Z,2026-08-21T22:45:07Z,https://github.com/apache/superset/pull/42792
42794,lucky-y8,False,fix,fix(i18n): improve Simplified Chinese translations,2026-08-05T09:45:38Z,2026-08-08T19:51:59Z,https://github.com/apache/superset/pull/42794
42796,msyavuz,False,fix,fix(embedded): redact database errors in API responses to guest users,2026-08-05T14:05:05Z,2026-08-10T15:45:21Z,https://github.com/apache/superset/pull/42796
42797,mikebridge,False,fix,"fix(versioning): pin shadow-row reads and restore to (id, uuid)",2026-08-05T14:29:12Z,2026-08-05T18:12:20Z,https://github.com/apache/superset/pull/42797
42800,mikebridge,False,feature,feat(soft-delete): enable soft delete by default and purge for real,2026-08-05T14:50:19Z,2026-08-06T16:34:56Z,https://github.com/apache/superset/pull/42800
42801,mikebridge,False,feature,feat(versioning): enable version history and capture by default,2026-08-05T14:54:19Z,2026-08-07T13:25:48Z,https://github.com/apache/superset/pull/42801
42802,eschutho,False,fix,fix(datasets): catch TemplateError instead of narrower TemplateSyntaxError in render_dataset_fields,2026-08-05T16:53:38Z,2026-08-06T22:05:09Z,https://github.com/apache/superset/pull/42802
42803,rusackas,False,dependency,feat: bump SQLAlchemy to 2.0 and flask-sqlalchemy to 3.1.1,2026-08-05T16:58:24Z,2026-08-13T02:55:14Z,https://github.com/apache/superset/pull/42803
42804,michael-s-molina,False,revert,"fix(deps): revert simple-zstd from 2.1.0 back to 1.4.2, again",2026-08-05T17:01:53Z,2026-08-06T16:18:08Z,https://github.com/apache/superset/pull/42804
42807,sadpandajoe,False,fix,fix(ci): restore master validation checks,2026-08-05T17:10:36Z,2026-08-06T05:58:05Z,https://github.com/apache/superset/pull/42807
42808,glaterza,False,fix,fix(i18n-es): correct fuzzy-matcher strandings in Spanish catalog,2026-08-05T18:32:05Z,2026-08-07T18:29:15Z,https://github.com/apache/superset/pull/42808
42810,rusackas,False,fix,fix(pivot-table): blank ambiguous cross-metric totals and null values in fraction mode,2026-08-05T18:58:52Z,2026-08-05T21:17:33Z,https://github.com/apache/superset/pull/42810
42811,rusackas,False,fix,fix(dev): stop the webpack dev-proxy from hanging on a mid-stream backend disconnect,2026-08-05T19:13:41Z,2026-08-13T18:06:31Z,https://github.com/apache/superset/pull/42811
42813,mikebridge,False,other,style(frontend): apply oxfmt to existing files,2026-08-05T21:01:54Z,2026-08-06T13:58:28Z,https://github.com/apache/superset/pull/42813
42814,justinpark,False,fix,fix(mcp): make streamable-http session mode configurable via MCP_STATELESS_HTTP,2026-08-05T21:20:35Z,2026-08-06T04:31:23Z,https://github.com/apache/superset/pull/42814
42815,gabotorresruiz,False,fix,fix(dashboard): changing a theme no longer discards unsaved edits or reloads charts,2026-08-05T21:29:58Z,2026-08-10T19:52:44Z,https://github.com/apache/superset/pull/42815
42819,sadpandajoe,False,fix,fix(rls): return a descriptive error for duplicate rule names,2026-08-06T00:24:26Z,2026-08-11T19:41:25Z,https://github.com/apache/superset/pull/42819
42820,sadpandajoe,False,fix,fix(reports): apply chart number and currency formatting to tables sent as text,2026-08-06T00:45:34Z,2026-08-12T04:48:38Z,https://github.com/apache/superset/pull/42820
42821,sadpandajoe,False,fix,fix(mysql): resolve wire-protocol column types and mutate rows from immutable results,2026-08-06T01:17:59Z,2026-08-24T18:45:15Z,https://github.com/apache/superset/pull/42821
42822,aminghadersohi,False,fix,fix(mcp): expose query context to Jinja macros,2026-08-06T02:15:13Z,2026-08-14T20:10:03Z,https://github.com/apache/superset/pull/42822
42824,aminghadersohi,False,fix,fix(mcp): return all chart query results,2026-08-06T06:46:46Z,2026-08-14T20:10:26Z,https://github.com/apache/superset/pull/42824
42825,dependabot[bot],True,dependency,chore(deps): bump @swc/core from 1.15.46 to 1.15.47 in /docs,2026-08-06T07:14:57Z,2026-08-06T10:14:35Z,https://github.com/apache/superset/pull/42825
42826,dependabot[bot],True,dependency,chore(deps): bump baseline-browser-mapping from 2.11.6 to 2.11.7 in /docs,2026-08-06T07:15:15Z,2026-08-06T10:14:31Z,https://github.com/apache/superset/pull/42826
42827,dependabot[bot],True,dependency,chore(deps): bump github/codeql-action/init from 4.37.3 to 4.37.4,2026-08-06T07:15:37Z,2026-08-06T11:12:22Z,https://github.com/apache/superset/pull/42827
42828,dependabot[bot],True,dependency,chore(deps): bump github/codeql-action/analyze from 4.37.3 to 4.37.4,2026-08-06T07:17:09Z,2026-08-06T10:14:26Z,https://github.com/apache/superset/pull/42828
42829,dependabot[bot],True,dependency,chore(deps-dev): bump lerna from 9.0.4 to 10.0.0 in /superset-frontend,2026-08-06T07:17:52Z,2026-08-08T03:19:24Z,https://github.com/apache/superset/pull/42829
42830,dependabot[bot],True,dependency,chore(deps-dev): bump baseline-browser-mapping from 2.11.6 to 2.11.7 in /superset-frontend,2026-08-06T07:18:34Z,2026-08-06T10:14:22Z,https://github.com/apache/superset/pull/42830
42831,dependabot[bot],True,dependency,chore(deps): bump react-map-gl from 8.1.1 to 8.1.2 in /superset-frontend,2026-08-06T07:19:09Z,2026-08-06T10:14:19Z,https://github.com/apache/superset/pull/42831
42832,dependabot[bot],True,dependency,chore(deps-dev): bump @swc/core from 1.15.46 to 1.15.47 in /superset-frontend,2026-08-06T07:19:44Z,2026-08-06T10:14:15Z,https://github.com/apache/superset/pull/42832
42835,mikebridge,False,other,"docs: scope AI pre-commit checks to changed files, to align with ci's pre-commit checks",2026-08-06T10:32:15Z,2026-08-06T13:59:34Z,https://github.com/apache/superset/pull/42835
42837,alexandrusoare,False,feature,feat(hooks):  add configurable post-creation hook for dashboards,2026-08-06T11:04:00Z,2026-08-06T13:11:56Z,https://github.com/apache/superset/pull/42837
42839,mikebridge,False,fix,fix(semantic-layer): hydrate the semantic view edit modal from /structure,2026-08-06T11:31:59Z,2026-08-30T18:31:36Z,https://github.com/apache/superset/pull/42839
42845,mikebridge,False,fix,fix(semantic-layer): warn that deleting a layer cascade-deletes its dependent views,2026-08-06T13:54:26Z,2026-08-26T03:47:45Z,https://github.com/apache/superset/pull/42845
42852,dependabot[bot],True,dependency,chore(deps): bump baseline-browser-mapping from 2.11.7 to 2.11.8 in /docs,2026-08-06T17:05:01Z,2026-08-07T06:24:24Z,https://github.com/apache/superset/pull/42852
42853,sadpandajoe,False,fix,fix(dashboard): redirect using sanitized slug from save response,2026-08-06T17:57:23Z,2026-08-11T19:43:25Z,https://github.com/apache/superset/pull/42853
42856,dependabot[bot],True,dependency,"chore(deps-dev): update sqlalchemy-risingwave requirement from <2.0.0,>=1.4.1 to <3.0.0,>=1.4.1",2026-08-06T19:43:23Z,2026-08-08T02:59:53Z,https://github.com/apache/superset/pull/42856
42857,dependabot[bot],True,dependency,chore(deps): bump redis from 8.0.1 to 8.1.0,2026-08-06T19:43:32Z,2026-08-07T16:41:04Z,https://github.com/apache/superset/pull/42857
42858,dependabot[bot],True,dependency,chore(deps): bump shillelagh from 1.4.4 to 1.4.5,2026-08-06T19:44:02Z,2026-08-07T16:41:00Z,https://github.com/apache/superset/pull/42858
42859,dependabot[bot],True,dependency,chore(deps): bump markdown from 3.10.2 to 3.10.3,2026-08-06T19:44:08Z,2026-08-07T16:40:57Z,https://github.com/apache/superset/pull/42859
42860,dependabot[bot],True,dependency,chore(deps): bump holidays from 0.100 to 0.102,2026-08-06T19:44:45Z,2026-08-07T16:41:57Z,https://github.com/apache/superset/pull/42860
42861,dependabot[bot],True,dependency,chore(deps-dev): bump google-cloud-bigquery from 3.42.2 to 3.43.0,2026-08-06T19:44:50Z,2026-08-07T16:41:27Z,https://github.com/apache/superset/pull/42861
42862,dependabot[bot],True,dependency,"chore(deps-dev): update pyathena requirement from <4,>=3.35.2 to >=3.35.4,<4",2026-08-06T19:45:01Z,2026-08-07T13:19:47Z,https://github.com/apache/superset/pull/42862
42863,mikebridge,False,fix,fix(deletion-retention): dedupe repeated blocked audits,2026-08-06T20:35:00Z,2026-08-07T17:11:37Z,https://github.com/apache/superset/pull/42863
42864,luizotavio32,False,fix,fix(embedded): compare guest chart payloads against every stored control,2026-08-06T21:00:55Z,2026-08-07T14:24:42Z,https://github.com/apache/superset/pull/42864
42865,EnxDev,False,feature,feat(dashboard-v2): introduce the dashboard editing UI and layout modes,2026-08-06T21:18:35Z,2026-08-07T17:33:08Z,https://github.com/apache/superset/pull/42865
42867,sadpandajoe,False,other,ci(e2e): stop gunicorn worker recycling mid-run; slow-test budget for mixed-chart filter spec,2026-08-06T22:36:43Z,2026-08-11T19:43:52Z,https://github.com/apache/superset/pull/42867
42868,dependabot[bot],True,dependency,chore(deps-dev): bump eslint-plugin-jest-dom from 5.6.0 to 5.7.0 in /superset-frontend,2026-08-06T23:02:57Z,2026-08-07T13:18:31Z,https://github.com/apache/superset/pull/42868
42869,dependabot[bot],True,dependency,chore(deps): bump react-intersection-observer from 10.1.0 to 11.0.0 in /superset-frontend,2026-08-06T23:04:01Z,2026-08-07T17:13:32Z,https://github.com/apache/superset/pull/42869
42870,dependabot[bot],True,dependency,chore(deps): bump google-auth-library from 10.9.1 to 11.0.0 in /superset-frontend,2026-08-06T23:05:18Z,2026-08-08T02:58:51Z,https://github.com/apache/superset/pull/42870
42872,dependabot[bot],True,dependency,chore(deps-dev): bump baseline-browser-mapping from 2.11.7 to 2.11.8 in /superset-frontend,2026-08-06T23:07:42Z,2026-08-07T13:17:23Z,https://github.com/apache/superset/pull/42872
42873,dependabot[bot],True,dependency,chore(deps): bump mermaid from 11.16.0 to 11.16.1 in /docs,2026-08-06T23:08:16Z,2026-08-07T01:33:23Z,https://github.com/apache/superset/pull/42873
42874,gabotorresruiz,False,feature,feat(theme): allow deployments to register extra theme tokens,2026-08-06T23:57:16Z,2026-08-07T17:37:46Z,https://github.com/apache/superset/pull/42874
42875,yousoph,False,fix,fix(explore): keep x-axis label when overriding Time Column with time comparison,2026-08-07T00:12:50Z,2026-08-20T17:52:23Z,https://github.com/apache/superset/pull/42875
42878,sadpandajoe,False,fix,fix(migrations): merge divergent Alembic heads into a single chain,2026-08-07T05:17:51Z,2026-08-07T12:27:04Z,https://github.com/apache/superset/pull/42878
42879,sadpandajoe,False,fix,fix(dashboard): mute the Group By display control loading spinner,2026-08-07T05:25:25Z,2026-08-18T16:37:43Z,https://github.com/apache/superset/pull/42879
42880,EvanGruhlkey,False,fix,fix(pie): apply percentage number format to labels,2026-08-07T06:23:58Z,2026-08-11T02:36:03Z,https://github.com/apache/superset/pull/42880
42881,vjymisal0,False,fix,fix(explore): stacked Timeseries Bar total excludes the sort-only metric,2026-08-07T06:42:43Z,2026-08-10T19:40:19Z,https://github.com/apache/superset/pull/42881
42882,vjymisal0,False,other,test(explore): zero-value stacked bar segment no longer overlaps its neighbor's label,2026-08-07T06:46:57Z,2026-08-30T18:43:02Z,https://github.com/apache/superset/pull/42882
42883,dependabot[bot],True,dependency,chore(deps): bump the docusaurus-openapi group in /docs with 2 updates,2026-08-07T07:04:39Z,2026-08-07T09:42:40Z,https://github.com/apache/superset/pull/42883
42884,dependabot[bot],True,dependency,chore(deps): bump actions/setup-java from 5.6.0 to 5.7.0,2026-08-07T07:06:44Z,2026-08-07T09:42:34Z,https://github.com/apache/superset/pull/42884
42885,dependabot[bot],True,dependency,chore(deps): bump markdown-to-jsx from 9.9.0 to 9.10.1 in /superset-frontend,2026-08-07T07:08:10Z,2026-08-07T13:17:19Z,https://github.com/apache/superset/pull/42885
42888,mikebridge,False,other,refactor(deletion-retention): add declarative purge policies,2026-08-07T15:07:56Z,2026-08-11T16:55:37Z,https://github.com/apache/superset/pull/42888
42889,eschutho,False,fix,fix(sqla): don't mislabel DB errors as ColumnNotFoundException in adhoc_column_to_sqla,2026-08-07T15:11:47Z,2026-08-07T22:03:50Z,https://github.com/apache/superset/pull/42889
