sha,date,author,dependabot,category,title,url
6cfb33197444cbf74590c2803b6dcc06180439f4,2026-09-15T22:13:45Z,mikebridge,False,fix,fix(api): enforce is_managed_externally on chart/dashboard/dataset update (#44025),https://github.com/apache/superset/commit/6cfb33197444cbf74590c2803b6dcc06180439f4
68c8c7059e3a0852d9ee42d000c63c87669d6478,2026-09-15T22:13:30Z,mikebridge,False,other,refactor(versioning): rename charts_attached_to_dashboard to chart_attachment_windows_for_dashboard (#44185),https://github.com/apache/superset/commit/68c8c7059e3a0852d9ee42d000c63c87669d6478
4c27cbd007efa298c2c1101b85a1ea158ed0502a,2026-09-15T20:50:43Z,aminghadersohi,False,fix,fix(migrations): merge purge audit and username index heads (#44288),https://github.com/apache/superset/commit/4c27cbd007efa298c2c1101b85a1ea158ed0502a
ef4281d2fcb854334529d9d7c2f6e82301bb7fa8,2026-09-15T20:20:12Z,gabotorresruiz,False,feature,"feat(mcp): add get_dashboard_data for bounded, filter-aware dashboard data (#44113)",https://github.com/apache/superset/commit/ef4281d2fcb854334529d9d7c2f6e82301bb7fa8
a184395eca7c291d0b8b438f00690c633112f4d7,2026-09-15T17:55:25Z,dependabot[bot],True,dependency,chore(deps-dev): bump oxfmt from 0.66.0 to 0.67.0 in /docs (#44294),https://github.com/apache/superset/commit/a184395eca7c291d0b8b438f00690c633112f4d7
f3e1470f1a4e41ce6118d876f8f95e83504b3e7c,2026-09-15T17:55:16Z,dependabot[bot],True,dependency,chore(deps-dev): bump oxlint from 1.81.0 to 1.82.0 in /superset-websocket (#44290),https://github.com/apache/superset/commit/f3e1470f1a4e41ce6118d876f8f95e83504b3e7c
dbccb3bcc7ce3be5afd2ba3bb1ad752a1d90188b,2026-09-15T17:10:50Z,durgaprasadml,False,fix,fix(table): preserve configured server page size when row count is smaller (#42243) (#42248),https://github.com/apache/superset/commit/dbccb3bcc7ce3be5afd2ba3bb1ad752a1d90188b
109402b8d21280afd198148ef9d9023aec254295,2026-09-15T17:10:27Z,7487,False,fix,fix: handle formatter errors gracefully in table cell rendering (#36189) (#39658),https://github.com/apache/superset/commit/109402b8d21280afd198148ef9d9023aec254295
2b5dce1246705964e6dbf14d4b236993c5e55d10,2026-09-15T17:10:03Z,dependabot[bot],True,dependency,chore(deps-dev): bump @types/node from 26.4.1 to 26.5.0 in /superset-embedded-sdk (#44289),https://github.com/apache/superset/commit/2b5dce1246705964e6dbf14d4b236993c5e55d10
b9f75c9ed55414a1e3aebede251849af87ea7d29,2026-09-15T17:09:58Z,dependabot[bot],True,dependency,chore(deps-dev): bump oxfmt from 0.66.0 to 0.67.0 in /superset-websocket (#44291),https://github.com/apache/superset/commit/b9f75c9ed55414a1e3aebede251849af87ea7d29
a42a7df102196f8cfe7855c337bb46b27c9b5aff,2026-09-15T17:09:53Z,dependabot[bot],True,dependency,chore(deps-dev): bump @types/node from 26.4.1 to 26.5.0 in /superset-websocket (#44292),https://github.com/apache/superset/commit/a42a7df102196f8cfe7855c337bb46b27c9b5aff
3a4aede10da6ad2f1538990c037f0d91b75a4e11,2026-09-15T17:09:48Z,dependabot[bot],True,dependency,chore(deps-dev): bump oxlint from 1.81.0 to 1.82.0 in /docs (#44296),https://github.com/apache/superset/commit/3a4aede10da6ad2f1538990c037f0d91b75a4e11
7f04959614ce338329587f6bb6256dc20f052052,2026-09-15T17:08:53Z,dependabot[bot],True,dependency,chore(deps): bump antd from 6.6.2 to 6.6.3 in /docs (#44295),https://github.com/apache/superset/commit/7f04959614ce338329587f6bb6256dc20f052052
ae240a8e6f0332acb709943d0884eae73927c9de,2026-09-15T05:30:41Z,rusackas,False,fix,fix(security): use self-repository syntax in frontend workflow (#44118),https://github.com/apache/superset/commit/ae240a8e6f0332acb709943d0884eae73927c9de
